"id","source_id","corpus","language","date","target_child_fk","duration"
366,"LAR-2003-08-19","Indonesian","Indonesian","2003-08-19",61,1953
367,"LAR-2003-08-27","Indonesian","Indonesian","2003-08-27",61,1637
368,"MIC-2000-03-03","Indonesian","Indonesian","2000-03-03",122,1051
369,"MIC-2000-03-13","Indonesian","Indonesian","2000-03-13",122,1612
370,"MIC-2000-03-20","Indonesian","Indonesian","2000-03-20",122,1879
371,"MIC-2000-03-27","Indonesian","Indonesian","2000-03-27",122,1807
372,"MIC-2000-04-03","Indonesian","Indonesian","2000-04-03",122,1611
373,"MIC-2000-04-10","Indonesian","Indonesian","2000-04-10",122,1211
374,"MIC-2000-04-17","Indonesian","Indonesian","2000-04-17",122,2100
375,"MIC-2000-04-24","Indonesian","Indonesian","2000-04-24",122,2180
376,"MIC-2000-05-01","Indonesian","Indonesian","2000-05-01",122,1800
377,"MIC-2000-05-08","Indonesian","Indonesian","2000-05-08",122,1975
378,"MIC-2000-05-15","Indonesian","Indonesian","2000-05-15",122,2913
379,"MIC-2000-05-22","Indonesian","Indonesian","2000-05-22",122,1870
380,"MIC-2000-05-29","Indonesian","Indonesian","2000-05-29",122,1205
381,"MIC-2000-06-05","Indonesian","Indonesian","2000-06-05",122,1973
382,"MIC-2000-06-12","Indonesian","Indonesian","2000-06-12",122,2245
383,"MIC-2000-06-19","Indonesian","Indonesian","2000-06-19",122,2436
384,"MIC-2000-06-26","Indonesian","Indonesian","2000-06-26",122,1202
385,"MIC-2000-07-03","Indonesian","Indonesian","2000-07-03",122,3388
386,"MIC-2000-07-10","Indonesian","Indonesian","2000-07-10",122,1182
387,"MIC-2000-07-17","Indonesian","Indonesian","2000-07-17",122,3440
388,"MIC-2000-07-24","Indonesian","Indonesian","2000-07-24",122,3410
389,"MIC-2000-07-31","Indonesian","Indonesian","2000-07-31",122,2373
390,"MIC-2000-08-08","Indonesian","Indonesian","2000-08-08",122,""
391,"MIC-2000-08-28","Indonesian","Indonesian","2000-08-28",122,2996
392,"MIC-2000-09-04","Indonesian","Indonesian","2000-09-04",122,3448
393,"MIC-2000-09-11","Indonesian","Indonesian","2000-09-11",122,1196
394,"MIC-2000-09-18","Indonesian","Indonesian","2000-09-18",122,2419
395,"MIC-2000-09-25","Indonesian","Indonesian","2000-09-25",122,2536
396,"MIC-2000-10-02","Indonesian","Indonesian","2000-10-02",122,2757
397,"MIC-2000-10-09","Indonesian","Indonesian","2000-10-09",122,1260
398,"MIC-2000-10-16","Indonesian","Indonesian","2000-10-16",122,2268
399,"MIC-2000-10-23","Indonesian","Indonesian","2000-10-23",122,1743
400,"MIC-2000-10-30","Indonesian","Indonesian","2000-10-30",122,3592
401,"MIC-2000-11-06","Indonesian","Indonesian","2000-11-06",122,3296
402,"MIC-2000-11-13","Indonesian","Indonesian","2000-11-13",122,2248
403,"MIC-2000-11-20","Indonesian","Indonesian","2000-11-20",122,1438
404,"MIC-2000-11-27","Indonesian","Indonesian","2000-11-27",122,3000
405,"MIC-2000-12-04","Indonesian","Indonesian","2000-12-04",122,2530
406,"MIC-2000-12-11","Indonesian","Indonesian","2000-12-11",122,820
407,"MIC-2000-12-16","Indonesian","Indonesian","2000-12-16",122,1295
408,"MIC-2001-01-08","Indonesian","Indonesian","2001-01-08",122,3491
409,"MIC-2001-01-15","Indonesian","Indonesian","2001-01-15",122,2059
410,"MIC-2001-01-25","Indonesian","Indonesian","2001-01-25",122,3327
411,"MIC-2001-01-31","Indonesian","Indonesian","2001-01-31",122,1006
412,"MIC-2001-02-06","Indonesian","Indonesian","2001-02-06",122,1548
413,"MIC-2001-02-13","Indonesian","Indonesian","2001-02-13",122,1395
414,"MIC-2001-02-22","Indonesian","Indonesian","2001-02-22",122,972
415,"MIC-2001-02-28","Indonesian","Indonesian","2001-02-28",122,2596
416,"MIC-2001-03-07","Indonesian","Indonesian","2001-03-07",122,732
417,"MIC-2001-03-13","Indonesian","Indonesian","2001-03-13",122,2865
418,"MIC-2001-03-21","Indonesian","Indonesian","2001-03-21",122,2277
419,"MIC-2001-03-28","Indonesian","Indonesian","2001-03-28",122,1541
420,"MIC-2001-04-04","Indonesian","Indonesian","2001-04-04",122,276
421,"MIC-2001-04-10","Indonesian","Indonesian","2001-04-10",122,1220
422,"MIC-2001-04-18","Indonesian","Indonesian","2001-04-18",122,826
423,"MIC-2001-04-25","Indonesian","Indonesian","2001-04-25",122,2739
424,"MIC-2001-04-29","Indonesian","Indonesian","2001-04-29",122,1825
425,"MIC-2001-05-11","Indonesian","Indonesian","2001-05-11",122,1857
426,"MIC-2001-05-17","Indonesian","Indonesian","2001-05-17",122,1723
427,"MIC-2001-05-23","Indonesian","Indonesian","2001-05-23",122,688
428,"MIC-2001-05-31","Indonesian","Indonesian","2001-05-31",122,318
429,"MIC-2001-06-07","Indonesian","Indonesian","2001-06-07",122,1092
430,"MIC-2001-06-14","Indonesian","Indonesian","2001-06-14",122,1961
431,"MIC-2001-06-21","Indonesian","Indonesian","2001-06-21",122,529
432,"MIC-2001-06-28","Indonesian","Indonesian","2001-06-28",122,630
433,"MIC-2001-07-07","Indonesian","Indonesian","2001-07-07",122,734
434,"MIC-2001-07-12","Indonesian","Indonesian","2001-07-12",122,1102
435,"MIC-2001-07-19","Indonesian","Indonesian","2001-07-19",122,1930
436,"MIC-2001-07-26","Indonesian","Indonesian","2001-07-26",122,1773
437,"MIC-2001-08-02","Indonesian","Indonesian","2001-08-02",122,1749
438,"MIC-2001-08-09","Indonesian","Indonesian","2001-08-09",122,1066
439,"MIC-2001-08-16","Indonesian","Indonesian","2001-08-16",122,1860
440,"MIC-2001-08-23","Indonesian","Indonesian","2001-08-23",122,933
441,"MIC-2001-08-30","Indonesian","Indonesian","2001-08-30",122,""
442,"MIC-2001-09-05","Indonesian","Indonesian","2001-09-05",122,1528
443,"MIC-2001-09-13","Indonesian","Indonesian","2001-09-13",122,863
444,"MIC-2001-09-19","Indonesian","Indonesian","2001-09-19",122,337
445,"MIC-2001-09-26","Indonesian","Indonesian","2001-09-26",122,1275
446,"MIC-2001-10-04","Indonesian","Indonesian","2001-10-04",122,880
447,"MIC-2001-10-16","Indonesian","Indonesian","2001-10-16",122,1364
448,"MIC-2001-10-29","Indonesian","Indonesian","2001-10-29",122,995
449,"MIC-2001-11-08","Indonesian","Indonesian","2001-11-08",122,535
450,"MIC-2001-11-19","Indonesian","Indonesian","2001-11-19",122,1039
451,"MIC-2001-11-28","Indonesian","Indonesian","2001-11-28",122,911
452,"MIC-2001-12-11","Indonesian","Indonesian","2001-12-11",122,1081
453,"MIC-2001-12-18","Indonesian","Indonesian","2001-12-18",122,864
454,"MIC-2002-01-02","Indonesian","Indonesian","2002-01-02",122,2025
455,"MIC-2002-01-11","Indonesian","Indonesian","2002-01-11",122,1570
456,"MIC-2002-01-21","Indonesian","Indonesian","2002-01-21",122,718
457,"PIT-1999-05-30","Indonesian","Indonesian","1999-05-30",143,1220
458,"PIT-1999-06-06-A","Indonesian","Indonesian","1999-06-06",143,1158
459,"PIT-1999-06-06-B","Indonesian","Indonesian","1999-06-06",143,1294
460,"PIT-1999-06-27","Indonesian","Indonesian","1999-06-27",143,1167
461,"PIT-1999-07-02","Indonesian","Indonesian","1999-07-02",143,1677
462,"PIT-1999-08-01","Indonesian","Indonesian","1999-08-01",143,817
463,"PIT-1999-08-10","Indonesian","Indonesian","1999-08-10",143,1074
464,"PIT-1999-08-22","Indonesian","Indonesian","1999-08-22",143,515
465,"PIT-1999-08-29","Indonesian","Indonesian","1999-08-29",143,2045
466,"PIT-1999-09-11","Indonesian","Indonesian","1999-09-11",143,1924
467,"PIT-1999-09-19","Indonesian","Indonesian","1999-09-19",143,2658
468,"PIT-1999-09-26","Indonesian","Indonesian","1999-09-26",143,1739
469,"PIT-1999-10-10","Indonesian","Indonesian","1999-10-10",143,1791
470,"PIT-1999-11-03","Indonesian","Indonesian","1999-11-03",143,1798
471,"PIT-1999-11-14","Indonesian","Indonesian","1999-11-14",143,1784
472,"PIT-1999-11-28","Indonesian","Indonesian","1999-11-28",143,1402
473,"PIT-1999-12-12","Indonesian","Indonesian","1999-12-12",143,1719
474,"PIT-1999-12-27","Indonesian","Indonesian","1999-12-27",143,1839
475,"PIT-1999-12-31","Indonesian","Indonesian","1999-12-31",143,3601
476,"PIT-2000-01-25","Indonesian","Indonesian","2000-01-25",143,1807
477,"PIT-2000-01-28","Indonesian","Indonesian","2000-01-28",143,1827
478,"PIT-2000-01-31","Indonesian","Indonesian","2000-01-31",143,""
479,"PIT-2000-02-12","Indonesian","Indonesian","2000-02-12",143,""
480,"PIT-2000-02-27","Indonesian","Indonesian","2000-02-27",143,""
481,"PIT-2000-03-12","Indonesian","Indonesian","2000-03-12",143,""
482,"PIT-2000-03-18","Indonesian","Indonesian","2000-03-18",143,""
483,"PIT-2000-03-24","Indonesian","Indonesian","2000-03-24",143,""
484,"PIT-2000-03-31","Indonesian","Indonesian","2000-03-31",143,""
485,"PIT-2000-04-09","Indonesian","Indonesian","2000-04-09",143,""
486,"PIT-2000-04-15","Indonesian","Indonesian","2000-04-15",143,""
487,"PIT-2000-04-28","Indonesian","Indonesian","2000-04-28",143,""
488,"PIT-2000-05-05","Indonesian","Indonesian","2000-05-05",143,""
489,"PIT-2000-05-14","Indonesian","Indonesian","2000-05-14",143,""
490,"PIT-2000-06-10","Indonesian","Indonesian","2000-06-10",143,""
491,"PIT-2000-06-17","Indonesian","Indonesian","2000-06-17",143,""
492,"PIT-2000-06-25","Indonesian","Indonesian","2000-06-25",143,""
493,"PIT-2000-07-07","Indonesian","Indonesian","2000-07-07",143,""
494,"PIT-2000-07-09","Indonesian","Indonesian","2000-07-09",143,""
495,"PIT-2000-07-15","Indonesian","Indonesian","2000-07-15",143,""
496,"PIT-2000-08-26","Indonesian","Indonesian","2000-08-26",143,""
497,"PIT-2000-09-10","Indonesian","Indonesian","2000-09-10",143,""
498,"PIT-2000-09-17","Indonesian","Indonesian","2000-09-17",143,""
499,"PIT-2000-09-23","Indonesian","Indonesian","2000-09-23",143,""
500,"PIT-2000-10-07","Indonesian","Indonesian","2000-10-07",143,""
501,"PIT-2000-10-14","Indonesian","Indonesian","2000-10-14",143,""
502,"PIT-2000-11-03","Indonesian","Indonesian","2000-11-03",143,""
503,"PIT-2000-11-10","Indonesian","Indonesian","2000-11-10",143,""
504,"PIT-2000-11-17","Indonesian","Indonesian","2000-11-17",143,""
505,"PIT-2000-12-01","Indonesian","Indonesian","2000-12-01",143,""
506,"PIT-2000-12-08","Indonesian","Indonesian","2000-12-08",143,""
507,"PIT-2001-01-12","Indonesian","Indonesian","2001-01-12",143,""
508,"PIT-2001-02-02","Indonesian","Indonesian","2001-02-02",143,""
509,"PIT-2001-02-09","Indonesian","Indonesian","2001-02-09",143,""
510,"PIT-2001-02-23","Indonesian","Indonesian","2001-02-23",143,""
511,"PIT-2001-03-02","Indonesian","Indonesian","2001-03-02",143,""
512,"PIT-2001-03-09","Indonesian","Indonesian","2001-03-09",143,""
513,"PIT-2001-03-23","Indonesian","Indonesian","2001-03-23",143,""
514,"PIT-2001-04-06","Indonesian","Indonesian","2001-04-06",143,""
515,"PIT-2001-04-20","Indonesian","Indonesian","2001-04-20",143,""
516,"PIT-2001-05-14","Indonesian","Indonesian","2001-05-14",143,""
517,"PIT-2001-05-19","Indonesian","Indonesian","2001-05-19",143,""
518,"PIT-2001-06-11","Indonesian","Indonesian","2001-06-11",143,""
519,"PIT-2001-06-25","Indonesian","Indonesian","2001-06-25",143,""
520,"PIT-2001-07-10","Indonesian","Indonesian","2001-07-10",143,""
521,"PIT-2001-07-16","Indonesian","Indonesian","2001-07-16",143,""
522,"PIT-2001-07-24","Indonesian","Indonesian","2001-07-24",143,""
523,"PIT-2001-08-03","Indonesian","Indonesian","2001-08-03",143,""
524,"PIT-2001-08-11","Indonesian","Indonesian","2001-08-11",143,""
525,"PIT-2001-08-14","Indonesian","Indonesian","2001-08-14",143,""
526,"PIT-2001-08-20","Indonesian","Indonesian","2001-08-20",143,""
527,"PIT-2001-08-28","Indonesian","Indonesian","2001-08-28",143,""
528,"PIT-2001-09-11","Indonesian","Indonesian","2001-09-11",143,2795
529,"PIT-2001-09-18","Indonesian","Indonesian","2001-09-18",143,1730
530,"PIT-2001-09-25","Indonesian","Indonesian","2001-09-25",143,3371
531,"PIT-2001-10-02","Indonesian","Indonesian","2001-10-02",143,1513
532,"PIT-2001-10-09","Indonesian","Indonesian","2001-10-09",143,2793
533,"PIT-2001-10-26","Indonesian","Indonesian","2001-10-26",143,3449
534,"PIT-2001-11-06","Indonesian","Indonesian","2001-11-06",143,""
535,"PIT-2001-11-14","Indonesian","Indonesian","2001-11-14",143,2615
536,"PIT-2001-11-20","Indonesian","Indonesian","2001-11-20",143,2596
537,"PIT-2001-12-03","Indonesian","Indonesian","2001-12-03",143,""
538,"PIT-2001-12-12","Indonesian","Indonesian","2001-12-12",143,2181
539,"PIT-2002-01-07","Indonesian","Indonesian","2002-01-07",143,2457
540,"PIT-2002-01-15","Indonesian","Indonesian","2002-01-15",143,2869
541,"PIT-2002-01-21","Indonesian","Indonesian","2002-01-21",143,""
542,"PIT-2002-02-07","Indonesian","Indonesian","2002-02-07",143,2370
543,"PIT-2002-02-11","Indonesian","Indonesian","2002-02-11",143,3039
544,"PIT-2002-02-26","Indonesian","Indonesian","2002-02-26",143,1987
545,"PIT-2002-03-04","Indonesian","Indonesian","2002-03-04",143,2818
546,"PIT-2002-03-20","Indonesian","Indonesian","2002-03-20",143,3600
547,"PIT-2002-03-27","Indonesian","Indonesian","2002-03-27",143,2696
548,"PIT-2002-04-01","Indonesian","Indonesian","2002-04-01",143,3150
549,"PIT-2002-04-10","Indonesian","Indonesian","2002-04-10",143,""
550,"PIT-2002-04-16","Indonesian","Indonesian","2002-04-16",143,3594
551,"PIT-2002-05-01","Indonesian","Indonesian","2002-05-01",143,3363
552,"PIT-2002-05-08","Indonesian","Indonesian","2002-05-08",143,3540
553,"PIT-2002-05-15","Indonesian","Indonesian","2002-05-15",143,2990
554,"PIT-2002-06-04","Indonesian","Indonesian","2002-06-04",143,2633
555,"PIT-2002-06-12","Indonesian","Indonesian","2002-06-12",143,3228
556,"PIT-2002-06-21","Indonesian","Indonesian","2002-06-21",143,3037
557,"PIT-2002-07-12","Indonesian","Indonesian","2002-07-12",143,3000
558,"PIT-2002-07-17","Indonesian","Indonesian","2002-07-17",143,""
559,"PIT-2002-07-24","Indonesian","Indonesian","2002-07-24",143,2582
560,"PIT-2002-08-13","Indonesian","Indonesian","2002-08-13",143,2783
561,"PIT-2002-08-20","Indonesian","Indonesian","2002-08-20",143,3540
562,"PIT-2002-08-30","Indonesian","Indonesian","2002-08-30",143,3042
563,"PIT-2002-09-06","Indonesian","Indonesian","2002-09-06",143,447
564,"PIT-2002-09-10","Indonesian","Indonesian","2002-09-10",143,2503
565,"PIT-2002-09-17","Indonesian","Indonesian","2002-09-17",143,""
566,"PIT-2002-10-01","Indonesian","Indonesian","2002-10-01",143,3523
567,"PIT-2002-10-11","Indonesian","Indonesian","2002-10-11",143,2734
568,"PIT-2002-10-18","Indonesian","Indonesian","2002-10-18",143,2520
569,"PIT-2002-11-01","Indonesian","Indonesian","2002-11-01",143,""
570,"PIT-2002-11-06","Indonesian","Indonesian","2002-11-06",143,3109
571,"PIT-2002-11-15","Indonesian","Indonesian","2002-11-15",143,2933
572,"PIT-2002-12-02","Indonesian","Indonesian","2002-12-02",143,932
573,"PIT-2002-12-11","Indonesian","Indonesian","2002-12-11",143,3607
574,"PIT-2002-12-16","Indonesian","Indonesian","2002-12-16",143,3374
575,"PIT-2003-01-06","Indonesian","Indonesian","2003-01-06",143,3360
576,"PIT-2003-01-20","Indonesian","Indonesian","2003-01-20",143,3663
577,"PIT-2003-01-27","Indonesian","Indonesian","2003-01-27",143,3590
578,"PIT-2003-02-03","Indonesian","Indonesian","2003-02-03",143,3606
579,"PIT-2003-02-10","Indonesian","Indonesian","2003-02-10",143,2185
580,"PIT-2003-02-17","Indonesian","Indonesian","2003-02-17",143,2370
581,"PIT-2003-03-04","Indonesian","Indonesian","2003-03-04",143,693
582,"PIT-2003-03-10","Indonesian","Indonesian","2003-03-10",143,3384
583,"PIT-2003-03-17","Indonesian","Indonesian","2003-03-17",143,3162
584,"PIT-2003-04-03","Indonesian","Indonesian","2003-04-03",143,2467
585,"PIT-2003-04-11","Indonesian","Indonesian","2003-04-11",143,3135
586,"PIT-2003-04-21","Indonesian","Indonesian","2003-04-21",143,2883
587,"PIT-2003-05-05","Indonesian","Indonesian","2003-05-05",143,2959
588,"PIT-2003-05-12","Indonesian","Indonesian","2003-05-12",143,3073
589,"PIT-2003-05-19","Indonesian","Indonesian","2003-05-19",143,3682
590,"PIT-2003-06-09","Indonesian","Indonesian","2003-06-09",143,1069
591,"PIT-2003-06-20","Indonesian","Indonesian","2003-06-20",143,2326
592,"PIT-2003-06-27","Indonesian","Indonesian","2003-06-27",143,2780
593,"PIT-2003-07-09","Indonesian","Indonesian","2003-07-09",143,2979
594,"PIT-2003-07-18","Indonesian","Indonesian","2003-07-18",143,1387
595,"PIT-2003-07-25","Indonesian","Indonesian","2003-07-25",143,3654
596,"PIT-2003-08-12","Indonesian","Indonesian","2003-08-12",143,2415
597,"PIT-2003-08-19","Indonesian","Indonesian","2003-08-19",143,2396
598,"PIT-2003-08-29","Indonesian","Indonesian","2003-08-29",143,""
599,"PRI-2000-03-04","Indonesian","Indonesian","2000-03-04",197,2811
600,"PRI-2000-03-11","Indonesian","Indonesian","2000-03-11",197,3186
601,"PRI-2000-03-19","Indonesian","Indonesian","2000-03-19",197,2880
602,"PRI-2000-03-25","Indonesian","Indonesian","2000-03-25",197,""
603,"PRI-2000-04-01","Indonesian","Indonesian","2000-04-01",197,1930
604,"PRI-2000-04-08","Indonesian","Indonesian","2000-04-08",197,1479
605,"PRI-2000-04-15","Indonesian","Indonesian","2000-04-15",197,2251
606,"PRI-2000-04-29","Indonesian","Indonesian","2000-04-29",197,3143
607,"PRI-2000-05-06","Indonesian","Indonesian","2000-05-06",197,2928
608,"PRI-2000-05-22","Indonesian","Indonesian","2000-05-22",197,3051
609,"PRI-2000-05-27","Indonesian","Indonesian","2000-05-27",197,3585
610,"PRI-2000-06-03","Indonesian","Indonesian","2000-06-03",197,2120
611,"PRI-2000-06-10","Indonesian","Indonesian","2000-06-10",197,3486
612,"PRI-2000-06-17","Indonesian","Indonesian","2000-06-17",197,3590
613,"PRI-2000-06-24","Indonesian","Indonesian","2000-06-24",197,2841
614,"PRI-2000-07-01","Indonesian","Indonesian","2000-07-01",197,2111
615,"PRI-2000-07-08","Indonesian","Indonesian","2000-07-08",197,2829
616,"PRI-2000-07-15","Indonesian","Indonesian","2000-07-15",197,2732
617,"PRI-2000-07-22","Indonesian","Indonesian","2000-07-22",197,1906
618,"PRI-2000-07-29","Indonesian","Indonesian","2000-07-29",197,2453
619,"PRI-2000-08-05","Indonesian","Indonesian","2000-08-05",197,1890
620,"PRI-2000-09-02","Indonesian","Indonesian","2000-09-02",197,3575
621,"PRI-2000-09-16","Indonesian","Indonesian","2000-09-16",197,2296
622,"PRI-2000-09-23","Indonesian","Indonesian","2000-09-23",197,2810
623,"PRI-2000-09-30","Indonesian","Indonesian","2000-09-30",197,2278
624,"PRI-2000-10-07","Indonesian","Indonesian","2000-10-07",197,2516
625,"PRI-2000-10-14","Indonesian","Indonesian","2000-10-14",197,3330
626,"PRI-2000-11-05","Indonesian","Indonesian","2000-11-05",197,2869
627,"PRI-2000-11-11","Indonesian","Indonesian","2000-11-11",197,""
628,"PRI-2000-11-18","Indonesian","Indonesian","2000-11-18",197,2864
629,"PRI-2000-11-26","Indonesian","Indonesian","2000-11-26",197,1040
630,"PRI-2000-12-02","Indonesian","Indonesian","2000-12-02",197,3005
631,"PRI-2000-12-09","Indonesian","Indonesian","2000-12-09",197,2649
632,"PRI-2000-12-15","Indonesian","Indonesian","2000-12-15",197,3271
633,"PRI-2001-01-05","Indonesian","Indonesian","2001-01-05",197,2498
634,"PRI-2001-01-12","Indonesian","Indonesian","2001-01-12",197,3571
635,"PRI-2001-01-26","Indonesian","Indonesian","2001-01-26",197,3175
636,"PRI-2001-02-02","Indonesian","Indonesian","2001-02-02",197,2298
637,"PRI-2001-02-09","Indonesian","Indonesian","2001-02-09",197,3576
638,"PRI-2001-02-16","Indonesian","Indonesian","2001-02-16",197,3559
639,"PRI-2001-02-23","Indonesian","Indonesian","2001-02-23",197,3522
640,"PRI-2001-03-01","Indonesian","Indonesian","2001-03-01",197,3600
641,"PRI-2001-03-10","Indonesian","Indonesian","2001-03-10",197,1421
642,"PRI-2001-03-16","Indonesian","Indonesian","2001-03-16",197,""
643,"PRI-2001-03-23","Indonesian","Indonesian","2001-03-23",197,3580
644,"PRI-2001-03-30","Indonesian","Indonesian","2001-03-30",197,3605
645,"PRI-2001-04-06","Indonesian","Indonesian","2001-04-06",197,3310
646,"PRI-2001-04-10","Indonesian","Indonesian","2001-04-10",197,3586
647,"PRI-2001-04-17","Indonesian","Indonesian","2001-04-17",197,3557
648,"PRI-2001-04-25","Indonesian","Indonesian","2001-04-25",197,""
649,"PRI-2001-05-01","Indonesian","Indonesian","2001-05-01",197,3601
650,"PRI-2001-05-09","Indonesian","Indonesian","2001-05-09",197,3572
651,"PRI-2001-05-17","Indonesian","Indonesian","2001-05-17",197,3580
652,"PRI-2001-05-23","Indonesian","Indonesian","2001-05-23",197,3509
653,"PRI-2001-05-30","Indonesian","Indonesian","2001-05-30",197,3412
654,"PRI-2001-06-07","Indonesian","Indonesian","2001-06-07",197,3364
655,"PRI-2001-06-14","Indonesian","Indonesian","2001-06-14",197,3610
656,"PRI-2001-06-21","Indonesian","Indonesian","2001-06-21",197,3610
657,"PRI-2001-06-27","Indonesian","Indonesian","2001-06-27",197,3610
658,"PRI-2001-07-12","Indonesian","Indonesian","2001-07-12",197,3610
659,"PRI-2001-07-19","Indonesian","Indonesian","2001-07-19",197,""
660,"PRI-2001-07-25","Indonesian","Indonesian","2001-07-25",197,""
661,"PRI-2001-08-02","Indonesian","Indonesian","2001-08-02",197,3610
662,"PRI-2001-08-08","Indonesian","Indonesian","2001-08-08",197,""
663,"PRI-2001-08-14","Indonesian","Indonesian","2001-08-14",197,""
664,"PRI-2001-08-24","Indonesian","Indonesian","2001-08-24",197,3667
665,"PRI-2001-08-29","Indonesian","Indonesian","2001-08-29",197,3360
666,"PRI-2001-09-06","Indonesian","Indonesian","2001-09-06",197,3762
667,"PRI-2001-09-13","Indonesian","Indonesian","2001-09-13",197,3326
668,"PRI-2001-09-19","Indonesian","Indonesian","2001-09-19",197,2752
669,"PRI-2001-09-26","Indonesian","Indonesian","2001-09-26",197,2513
670,"PRI-2001-10-03","Indonesian","Indonesian","2001-10-03",197,3763
671,"PRI-2001-10-11","Indonesian","Indonesian","2001-10-11",197,1362
672,"PRI-2001-10-17","Indonesian","Indonesian","2001-10-17",197,""
673,"PRI-2001-11-05","Indonesian","Indonesian","2001-11-05",197,3632
674,"PRI-2001-11-12","Indonesian","Indonesian","2001-11-12",197,3277
675,"PRI-2001-11-22","Indonesian","Indonesian","2001-11-22",197,3324
676,"PRI-2001-12-10","Indonesian","Indonesian","2001-12-10",197,2674
677,"PRI-2001-12-17","Indonesian","Indonesian","2001-12-17",197,2394
678,"PRI-2002-01-03","Indonesian","Indonesian","2002-01-03",197,2326
679,"PRI-2002-01-08","Indonesian","Indonesian","2002-01-08",197,2918
680,"PRI-2002-01-21","Indonesian","Indonesian","2002-01-21",197,2361
681,"PRI-2002-02-05","Indonesian","Indonesian","2002-02-05",197,""
682,"PRI-2002-02-18","Indonesian","Indonesian","2002-02-18",197,3113
683,"PRI-2002-03-01","Indonesian","Indonesian","2002-03-01",197,3106
684,"PRI-2002-03-08","Indonesian","Indonesian","2002-03-08",197,2899
685,"PRI-2002-03-15","Indonesian","Indonesian","2002-03-15",197,3600
686,"PRI-2002-03-25","Indonesian","Indonesian","2002-03-25",197,3577
687,"PRI-2002-04-04","Indonesian","Indonesian","2002-04-04",197,3593
688,"PRI-2002-04-15","Indonesian","Indonesian","2002-04-15",197,2831
689,"PRI-2002-04-22","Indonesian","Indonesian","2002-04-22",197,""
690,"PRI-2002-05-10","Indonesian","Indonesian","2002-05-10",197,3535
691,"PRI-2002-05-17","Indonesian","Indonesian","2002-05-17",197,3534
692,"PRI-2002-05-28","Indonesian","Indonesian","2002-05-28",197,2810
693,"PRI-2002-06-11","Indonesian","Indonesian","2002-06-11",197,2922
694,"PRI-2002-06-18","Indonesian","Indonesian","2002-06-18",197,3001
695,"PRI-2002-06-27","Indonesian","Indonesian","2002-06-27",197,3315
696,"PRI-2002-07-10","Indonesian","Indonesian","2002-07-10",197,""
697,"PRI-2002-07-18","Indonesian","Indonesian","2002-07-18",197,3600
698,"PRI-2002-07-31","Indonesian","Indonesian","2002-07-31",197,3709
699,"PRI-2002-08-12","Indonesian","Indonesian","2002-08-12",197,3601
700,"PRI-2002-08-20","Indonesian","Indonesian","2002-08-20",197,3140
701,"PRI-2002-08-27","Indonesian","Indonesian","2002-08-27",197,3917
702,"PRI-2002-09-04","Indonesian","Indonesian","2002-09-04",197,3597
703,"PRI-2002-09-12","Indonesian","Indonesian","2002-09-12",197,3718
704,"PRI-2002-09-25","Indonesian","Indonesian","2002-09-25",197,3514
705,"PRI-2002-10-09","Indonesian","Indonesian","2002-10-09",197,3306
706,"PRI-2002-10-18","Indonesian","Indonesian","2002-10-18",197,1771
707,"PRI-2002-10-28","Indonesian","Indonesian","2002-10-28",197,3691
708,"PRI-2002-11-05","Indonesian","Indonesian","2002-11-05",197,3610
709,"PRI-2002-11-13","Indonesian","Indonesian","2002-11-13",197,3304
710,"PRI-2002-11-20","Indonesian","Indonesian","2002-11-20",197,2760
711,"PRI-2002-12-04","Indonesian","Indonesian","2002-12-04",197,3600
712,"PRI-2002-12-11","Indonesian","Indonesian","2002-12-11",197,3610
713,"PRI-2003-01-07","Indonesian","Indonesian","2003-01-07",197,3516
714,"PRI-2003-01-17","Indonesian","Indonesian","2003-01-17",197,""
715,"PRI-2003-01-29","Indonesian","Indonesian","2003-01-29",197,3047
716,"PRI-2003-02-10","Indonesian","Indonesian","2003-02-10",197,2839
717,"PRI-2003-02-20","Indonesian","Indonesian","2003-02-20",197,3296
718,"PRI-2003-02-28","Indonesian","Indonesian","2003-02-28",197,3446
719,"PRI-2003-03-20","Indonesian","Indonesian","2003-03-20",197,3556
720,"PRI-2003-04-03","Indonesian","Indonesian","2003-04-03",197,3281
721,"PRI-2003-04-12","Indonesian","Indonesian","2003-04-12",197,3601
722,"PRI-2003-04-28","Indonesian","Indonesian","2003-04-28",197,3553
723,"PRI-2003-05-05","Indonesian","Indonesian","2003-05-05",197,3393
724,"PRI-2003-05-20","Indonesian","Indonesian","2003-05-20",197,3505
725,"PRI-2003-05-27","Indonesian","Indonesian","2003-05-27",197,3255
726,"PRI-2003-06-05","Indonesian","Indonesian","2003-06-05",197,3567
727,"PRI-2003-06-26","Indonesian","Indonesian","2003-06-26",197,3306
728,"PRI-2003-07-04","Indonesian","Indonesian","2003-07-04",197,3471
729,"PRI-2003-08-07","Indonesian","Indonesian","2003-08-07",197,3083
730,"PRI-2003-08-20","Indonesian","Indonesian","2003-08-20",197,3166
731,"RIS-1999-05-09","Indonesian","Indonesian","1999-05-09",239,2577
732,"RIS-1999-06-19","Indonesian","Indonesian","1999-06-19",239,3594
733,"RIS-1999-06-26","Indonesian","Indonesian","1999-06-26",239,3532
734,"RIS-1999-07-10","Indonesian","Indonesian","1999-07-10",239,3168
735,"RIS-1999-08-06","Indonesian","Indonesian","1999-08-06",239,3451
